address,description,info,overview
"{'street_name': 'Ask for the exact address', 'postal_code': '2980', 'town_name': 'Zoersel'}",,"{'Available as of': 'To be defined', 'Construction year': '1787', 'Number of floors': '3', 'Building condition': 'As new', 'Number of frontages': '4', 'Covered parking spaces': '3', 'Outdoor parking spaces': '10', 'Living area': '1000 m²\nsquare meters', 'Bedrooms': '5', 'Bathrooms': '3', 'Shower rooms': '2', 'Toilets': '5', 'Office': 'Yes', 'Basement': 'Yes', 'Attic': 'Yes', 'Furnished': 'No', 'Surface of the plot': '14840 m²\nsquare meters', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Terrace': 'Yes', 'Primary energy consumption': '201 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'C', 'Reference number of the EPC report': '20190917-0002195769-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Double glazing': 'Yes', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Cadastral income': '€ 7,689\n7689 €', 'Tenement building': 'Yes', 'Address': 'Korte Nieuwstraat 16\n2000 - Antwerpen', 'Website': 'http://www.athomepartners.be', 'External reference': '5076700'}",5 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2980', 'town_name': 'Zoersel'}",,"{'Available as of': 'After signing the deed', 'Construction year': '1787', 'Building condition': 'Good', 'Street frontage width': '22 m', 'Number of frontages': '4', 'Living area': '1000 m²\nsquare meters', 'Dining room': 'Yes', 'Bedrooms': '5', 'Bathrooms': '3', 'Office': 'Yes', 'Basement': 'Yes', 'Attic': 'Yes', 'Surface of the plot': '148400 m²\nsquare meters', 'Gas, water & electricity': 'Yes', 'Terrace': 'Yes', 'Primary energy consumption': '201 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'C', 'Reference number of the EPC report': '02195769', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Double glazing': 'Yes', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Forest area', 'Cadastral income': '€ 7,689\n7689 €', 'Tenement building': 'No', 'Address': 'Grote steenweg, 511\n2600 - Berchem', 'External reference': '5208686'}",5 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2610', 'town_name': 'Wilrijk'}",,"{'Available as of': 'After signing the deed', 'Building condition': 'Good', 'Number of frontages': '4', 'Outdoor parking spaces': '3', 'Living area': '800 m²\nsquare meters', 'How many fireplaces?': '1', 'Kitchen type': 'Installed', 'Bedrooms': '6', 'Bathrooms': '3', 'Basement': 'Yes', 'Surface of the plot': '1000 m²\nsquare meters', 'Gas, water & electricity': 'No', 'Primary energy consumption': 'Not specified', 'Energy class': 'Not specified', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'As built plan': 'No', 'Heating type': 'Gas', 'Double glazing': 'Yes', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Latest land use designation': 'Living area (residential, urban or rural)', 'Tenement building': 'No', 'Address': 'Berkenlaan 44\n2610 - Wilrijk', 'Website': 'http://www.lasimmo.be', 'External reference': '4730 - 3056'}",6 bedrooms
"{'street_name': 'Vijfhuizenstraat 9', 'postal_code': '2260', 'town_name': 'Westerlo'}",,"{'Building price excluding VAT': '€4,360,000', 'Land price excluding taxes': 'Not specified', 'Building VAT': 'Not specified', 'Taxes related to land': 'Not specified', 'Total price including taxes*': 'Not specified', 'Construction year': '2023', 'Building condition': 'Good', 'Covered parking spaces': '10', 'Outdoor parking spaces': '30', 'Surroundings type': 'Countryside', 'Living area': '1500 m²\nsquare meters', 'Kitchen type': 'Hyper equipped', 'Bedrooms': '30', 'Dressing room': 'Yes', 'Bathrooms': '10', 'Shower rooms': '10', 'Toilets': '20', 'Armored door': 'No', 'Connection to sewer network': 'Connected', 'Primary energy consumption': 'Not specified', 'Energy class': 'Not specified', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Heat pump': 'No', 'Photovoltaic solar panels': 'Yes', 'Thermic solar panels': 'No', 'Double glazing': 'Yes', 'Obligation to build': 'No', 'Possible priority purchase right': 'No', 'Flood zone type': 'Non flood zone', 'Tenement building': 'Yes', 'Address': 'Leuvensesteenweg 59-61\n3200 - Aarschot', 'Website': 'http://www.topsathome.be/', 'External reference': 'NB/5H/2260/INVEST'}",30 bedrooms
address,description,info,overview
"{'street_name': 'Acaciadreef 9', 'postal_code': '2900', 'town_name': 'Schoten'}","This unique castle villa is located on a private estate of 2.7 hectares and offers a range of impressive features. The long driveway across the estate leads to the imposing courtyard where the feeling of grandeur and history set the tone. The fusion of Périgord architecture with all modern conveniences on the lush estate ensures that history, luxury, and privacy are combined in a harmonious way, truly making this villa one of a kind. In the adjoining wing of the main building, there is a fully-fledged guesthouse, which can serve as additional accommodation or also as a caretaker's residence. Be sure to check out our website www.hillewaere.be for more information and a 3D tour!","{'Construction year': '2016', 'Building condition': 'Good', 'Number of frontages': '4', 'Covered parking spaces': '4', 'Surroundings type': 'Fitted out', 'Virtual visit': 'Link to the virtual visit', 'Living area': '773 m²\nsquare meters', 'Living room': 'Yes', 'Bedrooms': '7', 'Dressing room': 'No', 'Bathrooms': '5', 'Toilets': '7', 'Armored door': 'No', 'Surface of the plot': '27097 m²\nsquare meters', 'Land is facing street': 'No', 'Wooded land': 'No', 'Plot at rear': 'Yes', 'Flat land': 'Yes', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Primary energy consumption': '132 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '20211207-0002505626-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Type of building': 'All kind', 'Obligation to build': 'No', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Latest land use designation': 'Residential park', 'Cadastral income': '€ 11,514\n11514 €', 'Tenement building': 'No', 'Address': 'Turnhoutsebaan 149/151\n2970 - Schilde', 'Website': 'http://www.hillewaere.be', 'External reference': '06/10573'}",7 bedrooms
"{'street_name': 'Acaciadreef 9', 'postal_code': '2900', 'town_name': 'Schoten'}",Renovation obligation: unknown,"{'Available as of': 'After signing the deed', 'Neighbourhood or locality': 'Schoten', 'Construction year': '2010', 'Building condition': 'As new', 'Street frontage width': '38.5 m', 'Number of frontages': '4', 'Covered parking spaces': '4', 'Outdoor parking spaces': '20', 'Surroundings type': 'Living area (residential, urban or rural)', 'Living area': '773 m²\nsquare meters', 'Living room surface': '64 m²\nsquare meters', 'Dining room': 'Yes', 'Kitchen type': 'USA hyper equipped', 'Kitchen surface': '60 m²\nsquare meters', 'Bedrooms': '7', 'Bedroom 1 surface': '35 m²\nsquare meters', 'Bedroom 2 surface': '29 m²\nsquare meters', 'Bedroom 3 surface': '29 m²\nsquare meters', 'Bedroom 4 surface': '17 m²\nsquare meters', 'Bedroom 5 surface': '14 m²\nsquare meters', 'Bathrooms': '5', 'Toilets': '6', 'Office surface': '30 m²\nsquare meters', 'Office': 'Yes', 'Professional space surface': '55 m²\nsquare meters', 'Professional space': 'Yes', 'Basement surface': '142 m²\nsquare meters', 'Attic': 'Yes', 'Furnished': 'No', 'Surface of the plot': '28000 m²\nsquare meters', 'Width of the lot on the street': '255 m\nmeters', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Terrace': 'Yes', 'Primary energy consumption': '132 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '2505626-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Total ground floor buildable': '673 m²\nsquare meters', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Residential park', 'Cadastral income': '€ 11,514\n11514 €', 'Tenement building': 'No', 'Address': 'Dr. Roosensplein 47\n2930 - Brasschaat', 'External reference': '5391433'}",7 bedrooms
"{'street_name': 'Lange Klarenstraat 12', 'postal_code': '2000', 'town_name': 'Antwerp'}",Renovation obligation: unknown,"{'Construction year': '1927', 'Number of floors': '3', 'Building condition': 'As new', 'Number of frontages': '3', 'Outdoor parking spaces': '1', 'Surroundings type': 'Urban', 'Living area': '1875 m²\nsquare meters', 'Living room': 'Yes', 'Bedrooms': '20', 'Toilets': '10', 'Furnished': 'No', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Garden surface': '25 m²\nsquare meters', 'Terrace surface': '150 m²\nsquare meters', 'Primary energy consumption': 'Not specified', 'Energy class': 'Not specified', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Residential area with cultural historical aesthetic value', 'Tenement building': 'No', 'Address': 'Dr. Roosensplein 47\n2930 - Brasschaat', 'Website': 'http://www.deboerenpartners.be', 'External reference': '5408105'}",20 bedrooms
"{'street_name': 'Lange Klarenstraat 10', 'postal_code': '2000', 'town_name': 'Antwerp'}","The Lozerhof, this high-end equestrian accommodation with numerous possibilities on approximately 6 hectares, is located in an East Flemish municipality known for its rural and peaceful surroundings, yet easily accessible. There is no shortage of lifestyle due to the proximity of several culinary restaurants, historical cities, and equestrian events. The beautiful driveway provides access to both the mansion and the equestrian accommodation. The first impression is breathtaking due to the high-quality finish of both the building and the greenery. First, we will take you through the numerous horse facilities: The spacious barn can accommodate up to 41 horses. The cozy, fully equipped bar with a view of the spacious outdoor arena (50m x 70m – ebb and flow) and indoor arena (22m x 40m) with automatic irrigation, provides direct access to the tack room, solarium, and wash areas. To complete the facilities, you will also find an office, a spacious apartment with 2 bedrooms and a beautiful view, a studio, and ample storage for hay, straw, and machinery. The apartment and the studio have views of the outdoor arena, indoor arena, and stables, providing a pleasant living environment and better supervision of the horses. The outdoor area of this equestrian domain features the extremely high-quality ebb and flow outdoor arena measuring 70m by 50m, surrounded by fenced pastures. A feeling of peace, spaciousness, and beautiful views provide a unique riding experience. Warming up and","{'Available as of': 'After signing the deed', 'Construction year': '1927', 'Building condition': 'Good', 'Number of frontages': '2', 'Living area': '1500 m²\nsquare meters', 'Bedrooms': '10', 'Basement': 'Yes', 'Armored door': 'Yes', 'Width of the lot on the street': '23 m\nmeters', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Terrace surface': '50 m²\nsquare meters', 'Primary energy consumption': 'Not specified', 'Energy class': 'Not specified', 'Reference number of the EPC report': 'UC:16792245', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Tenement building': 'No', 'Address': 'Leopoldstraat 49\n2000 - Antwerpen', 'Website': 'https://www.engelvoelkers.com/nl/search/?facets=cntry%3Abelgium%3Bbsnssr%3Aresidential%3B&pageSize=18', 'External reference': '5531530'}",10 bedrooms
"{'street_name': 'Blancefloerlaan 20A', 'postal_code': '2050', 'town_name': 'Antwerpen (2050)'}",,"{'Construction year': '2024', 'Living area': '1000 m²\nsquare meters', 'Surface of the plot': '990 m²\nsquare meters', 'Connection to sewer network': 'Connected', 'Primary energy consumption': 'Not specified', 'Energy class': 'Not specified', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'As built plan': 'No', 'Heating type': 'Gas', 'Heat pump': 'No', 'Photovoltaic solar panels': 'Yes', 'Thermic solar panels': 'No', 'Double glazing': 'Yes', 'Obligation to build': 'No', 'Subdivision permit': 'Yes', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'P-score': 'A', 'G-score': 'A', 'Tenement building': 'Yes', 'Address': 'Broechemlei 24\n2520 - Ranst', 'Website': 'http://www.immopatio.be', 'External reference': '22949 T'}","1000
                                            
                                                    m²                                                 
                                                    square meters                                                

                                            livable space"
"{'street_name': 'Ask for the exact address', 'postal_code': '2970', 'town_name': 'Schilde'}",,"{'Building price excluding VAT': '€3,995,000', 'Land price excluding taxes': 'Not specified', 'Building VAT': 'Not specified', 'Taxes related to land': 'Not specified', 'Total price including taxes*': 'Not specified', 'Construction year': '2024', 'Building condition': 'Good', 'Number of frontages': '4', 'Covered parking spaces': '3', 'Living area': '610 m²\nsquare meters', 'Bedrooms': '4', 'Dressing room': 'No', 'Bathrooms': '4', 'Toilets': '6', 'Basement surface': '43 m²\nsquare meters', 'Armored door': 'No', 'Surface of the plot': '9910 m²\nsquare meters', 'Land is facing street': 'No', 'Wooded land': 'No', 'Plot at rear': 'No', 'Flat land': 'Yes', 'Width of the lot on the street': '80 m\nmeters', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Garden surface': '9910 m²\nsquare meters', 'Garden orientation': 'South West', 'Primary energy consumption': 'Not specified', 'Energy class': 'A', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'E-level (overall energy performance)': '30', 'Heat pump': 'Yes', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Type of building': 'All kind', 'Obligation to build': 'No', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Possible flood zone', 'Latest land use designation': 'Residential park', 'Tenement building': 'No', 'Address': 'Turnhoutsebaan 149/151\n2970 - Schilde', 'Website': 'http://www.hillewaere.be', 'External reference': '06/10619'}",4 bedrooms
"{'street_name': 'Boerendreef 28', 'postal_code': '2970', 'town_name': 'Schilde'}",,"{'Construction year': '2024', 'Building condition': 'As new', 'Number of frontages': '4', 'Covered parking spaces': '3', 'Outdoor parking spaces': '5', 'Surroundings type': 'Living area (residential, urban or rural)', 'Living area': '610 m²\nsquare meters', 'Living room surface': '43 m²\nsquare meters', 'Dining room': 'Yes', 'Kitchen type': 'Hyper equipped', 'Kitchen surface': '42 m²\nsquare meters', 'Bedrooms': '4', 'Bedroom 1 surface': '35 m²\nsquare meters', 'Bedroom 2 surface': '25 m²\nsquare meters', 'Bedroom 3 surface': '29 m²\nsquare meters', 'Bedroom 4 surface': '45 m²\nsquare meters', 'Bathrooms': '4', 'Toilets': '6', 'Office surface': '26 m²\nsquare meters', 'Office': 'Yes', 'Surface of the plot': '9910 m²\nsquare meters', 'Width of the lot on the street': '80 m\nmeters', 'Connection to sewer network': 'Connected', 'Primary energy consumption': 'Not specified', 'Energy class': 'Not specified', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Flood zone type': 'Possible flood zone', 'Tenement building': 'No', 'Address': 'Wijnegemsteenweg 24\n2970 - Schilde', 'Website': 'http://www.sels.be', 'External reference': '5846671'}",4 bedrooms
"{'street_name': 'Roze 144', 'postal_code': '9900', 'town_name': 'Eeklo'}",,"{'Number of floors': '3', 'Building condition': 'Good', 'Surroundings type': 'Urban', 'Kitchen type': 'Installed', 'Bedrooms': '5', 'Dressing room': 'Yes', 'Bathrooms': '1', 'Shower rooms': '1', 'Toilets': '1', 'Attic': 'Yes', 'Armored door': 'No', 'Connection to sewer network': 'Connected', 'Terrace': 'Yes', 'Primary energy consumption': '387 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'D', 'Reference number of the EPC report': '20240116-0003107324-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Pellet', 'Heat pump': 'No', 'Photovoltaic solar panels': 'No', 'Thermic solar panels': 'No', 'Double glazing': 'Yes', 'Obligation to build': 'No', 'Possible priority purchase right': 'No', 'Flood zone type': 'Non flood zone', 'P-score': 'C', 'G-score': 'C', 'Cadastral income': '€ 426\n426 €', 'Tenement building': 'No', 'Address': 'Koning Albertstraat 28\n9900 - Eeklo', 'Website': 'http://www.vastgoedunicum.be', 'External reference': 'spir5891'}",5 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '9940', 'town_name': 'Evergem'}",,"{'Street frontage width': '9 m', 'Number of frontages': '3', 'Living area': '1050 m²\nsquare meters', 'Dressing room': 'No', 'Office': 'No', 'Professional space': 'No', 'Furnished': 'No', 'Armored door': 'No', 'Surface of the plot': '1050 m²\nsquare meters', 'Land is facing street': 'Yes', 'Wooded land': 'No', 'Plot at rear': 'No', 'Flat land': 'No', 'Width of the lot on the street': '9 m\nmeters', 'Gas, water & electricity': 'No', 'Garden surface': '1050 m²\nsquare meters', 'Primary energy consumption': 'Not specified', 'Energy class': 'Not specified', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heat pump': 'No', 'Photovoltaic solar panels': 'No', 'Thermic solar panels': 'No', 'Common water heater': 'No', 'Double glazing': 'Yes', 'Obligation to build': 'No', 'Flood zone type': 'Non flood zone', 'Cadastral income': '€ 150\n150 €', 'Tenement building': 'No'}","1050
                                            
                                                    m²                                                 
                                                    square meters                                                

                                            livable space"
"{'street_name': 'Neerrechemstraat 34              Box A', 'postal_code': '9770', 'town_name': 'Kruisem'}",,"{'Construction year': '2011', 'Number of floors': '3', 'Building condition': 'Good', 'Number of frontages': '4', 'Covered parking spaces': '2', 'Surroundings type': 'Fitted out', 'Living area': '700 m²\nsquare meters', 'Living room': 'Yes', 'Bedrooms': '5', 'Dressing room': 'No', 'Bathrooms': '5', 'Armored door': 'No', 'Surface of the plot': '60086 m²\nsquare meters', 'Land is facing street': 'No', 'Wooded land': 'No', 'Plot at rear': 'Yes', 'Flat land': 'Yes', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Primary energy consumption': '127 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '20230712-0002927168-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Double glazing': 'No', 'Planning permission obtained': 'Yes', 'Type of building': 'All kind', 'Obligation to build': 'No', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Recognized flood zone', 'Latest land use designation': 'Living area (residential, urban or rural)', 'Cadastral income': '€ 5,328\n5328 €', 'Tenement building': 'No', 'Address': 'Aarschotsesteenweg 201\n2500 - Lier', 'External reference': 'IF-4157 MW'}",5 bedrooms
address,description,info,overview
"{'street_name': 'Elzeelsesteenweg', 'postal_code': '9600', 'town_name': 'Ronse'}","Sorry, there is no English translation. TOPGELEGEN PROJECTGROND (1,7 ha) met VERGUNNING! De moderne architectuur werd uitgewerkt door het gerenommeerde bureel “Beel Architecten”. Mooi project waarbij totaalbeleving in het GROEN centraal staat. VERGUNNING aanwezig voor 128 woongelegenheden (waarvan 11 EW), 2.440 m² retail, 130 ondergrondse parkings, 20 bovengrondse bezoekersparkings. Meer info: sophie@immobeguin.be","{'Construction year': '2024', 'Number of floors': '3', 'Building condition': 'Good', 'Number of frontages': '4', 'Covered parking spaces': '150', 'Bedrooms': '200', 'Basement': 'Yes', 'Surface of the plot': '17000 m²\nsquare meters', 'Gas, water & electricity': 'No', 'Primary energy consumption': 'Not specified', 'Energy class': 'Not specified', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'As built plan': 'No', 'Tenement building': 'Yes', 'Address': 'Grote Markt 35\n9600 - Ronse', 'Website': 'http://www.immobeguin.be/', 'External reference': '32984 - Vk 4976'}",200 bedrooms
"{'street_name': 'Zand 35 37', 'postal_code': '9160', 'town_name': 'Lokeren'}","Located in a rural area, architectural villa (built in 2015) by design agency Dries De Malsche with a net habitable surface of ± 362 m² with beautifully landscaped garden and pool house on a unique plot of ± 6585 m². The villa comprises a spacious entrance, living kitchen with island equipped with Miele, Gaggenau and Sub-zero appliances, living room with a view over the garden and finished with Marbau parquet floor, Metalfire fireplace and bookcase. The first floor includes three spacious bedrooms with shared bathroom and on the top floor a master suite with ensuite bathroom and dressing room, also a sitting area that can be used as a fifth bedroom. The house has a double garage, spacious wine cellar and atmospheric poolhouse with sauna, walk-in shower and pleasant sitting area with a view of the garden and forest. Other: Landscaped garden by Group Moris with swimming pond. Very high-quality materials used such as: Muschel limestone, Onyx marble, Cea design taps, Afrormosia wood, Duotechno home automation system. Geothermal energy has also been used, supplemented with solar panels for hot water and underfloor heating via geothermal energy. Outbuilding at the back of the plot for garden equipment. For more information, please contact Matthias Vertommen on +32 470 818 722.","{'Property name': 'Sering', 'Construction year': '2020', 'Number of floors': '4', 'Building condition': 'Good', 'Number of frontages': '2', 'Surroundings type': 'Fitted out', 'Living room': 'Yes', 'Dressing room': 'No', 'Armored door': 'No', 'Land is facing street': 'No', 'Wooded land': 'No', 'Plot at rear': 'No', 'Flat land': 'Yes', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Terrace': 'Yes', 'Primary energy consumption': 'Not specified', 'Energy class': 'A', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Photovoltaic solar panels': 'Yes', 'Thermic solar panels': 'No', 'Common water heater': 'No', 'Double glazing': 'No', 'Type of building': 'All kind', 'Obligation to build': 'No', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Latest land use designation': 'Another type of area', 'Tenement building': 'Yes', 'Address': 'Pr. Thuysbaertlaan 12/b\n9160 - Lokeren', 'Website': 'http://www.woonbureau.be', 'External reference': 'Zand'}",30 bedrooms
"{'street_name': 'Hemelrijkstraat 50', 'postal_code': '9910', 'town_name': 'Knesselare'}","This generous estate with outbuildings is located in the quiet green outskirts of Waasmunster and therefore enjoys an excellent location in the Antwerp-Ghent-Brussels triangle. Ideal for companies, offices, a commercial operation or a combination of majestic living and work. The castle dates from 1814 and is built in neoclassical style with pronounced influences from the empire style and palladianism. It is surrounded by a vast landscape park with an undulating relief that alternates between winding paths, flowery water features, rolling lawns and a diversity of tree groups and woodlands. You enter the castle through the central rectangular entrance hall. Large windows and high ceilings immediately highlight the enormous sense of space. That spatial effect is enhanced in the rotunda behind the entrance. The room extends to the roof, with a skylight painted in trompe l'oeil as a phenomenal organ point. Because of its unusual acoustics, this was presumably the former music room, which also housed an orchestra stand. The rotunda with dome is just one of the many different authentic elements that give the castle its nostalgic charm. Original elements such as the marble fireplaces, characteristic parquet floors and wooden doors catapult you back in time two centuries. Besides the entrance and rotunda, the ground floor also includes the office, lounge, dining room and kitchen. On the second floor there are 6 bedrooms (4 of which are en-suite) and 2 bathrooms. The second floor","{'Available as of': 'After signing the deed', 'Property name': 'Parkresidentie', 'Number of frontages': '4', 'Covered parking spaces': '17', 'Outdoor parking spaces': '15', 'Surroundings type': 'Living area (residential, urban or rural)', 'Bedrooms': '30', 'Laundry room': 'Yes', 'Office': 'Yes', 'Surface of the plot': '6014 m²\nsquare meters', 'Gas, water & electricity': 'Yes', 'Terrace': 'Yes', 'Primary energy consumption': '139 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Subdivision permit': 'Yes', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Living area (residential, urban or rural)', 'Tenement building': 'Yes', 'Address': 'Wiezeplein 13\n9280 - Wieze', 'Website': 'http://www.immo-desk.be'}",5 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '9111', 'town_name': 'Sint-Niklaas Belsele'}","Discover the magic of Runenborg Castle, a unique and well-maintained property with authentic charm. Runenborg Castle is located in green Heusden, a stone's throw from Ghent, near schools, shops and public transport and with easy access to all connecting roads (E17, E40, R4,...). The castle offers a peaceful view of an attractive natural water feature and is surrounded by a beautiful park landscape of approximately 8 hectares. Given its spacious floor space and numerous rooms, it offers endless potential. On the ground floor, you enter the château through the central entrance hall that gives access to the cosy lounge on the one hand and to the spacious dining room and kitchen with pantry on the other. On the first floor, there are 6 bedrooms, 2 bathrooms and two more extra rooms (dressing room, storage room). A third bathroom can be found on the mezzanine. The second floor houses 7 bedrooms, an ironing room and an extra lounge. There is also a large attic that can be converted if desired. The building has a full basement. This semi-underground cellar enjoys natural light and contains a laundry room, an air-conditioned wine cellar, the garage and various work areas. Convenient is the presence of a lift that takes you from -1 to +2. Runenborg Castle offers the space and atmosphere to turn your ideas into reality and build on a unique piece of history in the spacious surroundings of Ghent.","{'Available as of': 'After signing the deed', 'Construction year': '2015', 'Building condition': 'As new', 'Number of frontages': '4', 'Covered parking spaces': '2', 'Outdoor parking spaces': '2', 'Living area': '362 m²\nsquare meters', 'Living room': 'Yes', 'Kitchen type': 'Hyper equipped', 'Bedrooms': '5', 'Bathrooms': '2', 'Shower rooms': '3', 'Toilets': '4', 'Basement': 'Yes', 'Furnished': 'No', 'Armored door': 'Yes', 'Surface of the plot': '6585 m²\nsquare meters', 'Gas, water & electricity': 'Yes', 'Terrace': 'Yes', 'Primary energy consumption': '72 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'A', 'Reference number of the EPC report': '2426306', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Thermic solar panels': 'Yes', 'Double glazing': 'Yes', 'Flood zone type': 'Non flood zone', 'Tenement building': 'No', 'Address': 'Frankrijklei 93\n2000 - Antwerpen', 'Website': 'http://www.sothebysrealty.be/nl/', 'External reference': '5091501'}",6 bedrooms
